ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5146312,0,0,0,1,0,0,0,0,2,16,180000,27.37907007,2.932298404,Working,Higher education,Civil marriage,With parents,Sales staff,0
5146317,0,0,1,0,0,0,0,0,1,29,135000,40.41150742,3.600347714,Working,Secondary / secondary special,Separated,House / apartment,Other,0
5146324,0,0,1,0,0,0,1,0,2,8,67500,63.23743814,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5146328,1,1,1,0,0,0,1,0,2,18,135000,63.55503535,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5146331,0,0,1,0,0,0,0,0,2,27,202500,44.28017002,1.845349323,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5146340,1,0,0,0,0,0,0,0,1,1,135000,25.39408749,1.349788154,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5146348,0,0,1,0,0,0,0,0,2,44,225000,31.73508012,6.847505424,Commercial associate,Higher education,Married,House / apartment,Other,1
5146353,1,1,0,0,1,0,0,2,4,22,180000,32.8220292,4.098646789,Commercial associate,Higher education,Married,House / apartment,HR staff,0
5146379,0,1,1,0,1,0,0,0,2,17,157500,44.48277514,3.761884228,Working,Secondary / secondary special,Married,House / apartment,Other,0
5146385,0,0,0,0,0,0,0,1,2,60,225000,31.51057174,9.599101967,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
5146389,0,0,1,0,0,0,1,0,1,26,198000,56.16542434,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5146395,0,0,1,1,0,0,0,0,1,12,112500,53.88748571,5.760556343,Working,Secondary / secondary special,Separated,House / apartment,Cleaning staff,0
5146403,1,0,1,1,1,0,0,0,1,46,211500,27.57619937,3.014435615,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
5146424,0,0,1,0,0,0,0,0,2,34,112500,63.85346722,15.35144459,Commercial associate,Higher education,Civil marriage,House / apartment,Medicine staff,1
5146425,1,1,0,0,0,0,0,0,2,11,261000,24.35915864,1.845349323,Commercial associate,Incomplete higher,Civil marriage,With parents,Sales staff,0
5146434,0,0,1,1,1,0,0,1,2,16,90000,28.81647125,5.84543146,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5146441,1,1,1,0,0,0,0,1,3,3,135000,36.68795389,1.09790071,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5146448,1,0,1,0,0,0,0,0,1,25,180000,27.00397681,0.517464424,Commercial associate,Higher education,Single / not married,House / apartment,Core staff,0
5146471,0,1,1,0,0,0,0,0,2,14,180000,38.69483973,10.4314257,Commercial associate,Higher education,Civil marriage,House / apartment,Sales staff,0
5146498,1,0,0,1,1,0,0,0,2,42,225000,24.80543748,0.517464424,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,0
5146501,1,0,0,0,0,0,0,1,3,1,112500,48.90449496,1.431925365,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5146538,0,0,1,1,1,0,0,2,4,24,144000,43.46153583,8.098728927,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5146544,0,1,1,0,0,0,0,0,2,12,135000,45.43009097,5.01310773,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5146557,1,0,1,0,0,0,0,2,4,8,157500,41.15348022,3.931634462,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5146562,1,0,1,0,0,0,1,0,2,20,31500,61.77813371,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5146587,0,0,1,0,0,0,0,0,2,16,67500,41.58606953,6.683231004,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5148426,0,0,1,1,1,0,0,0,2,38,135000,46.24598726,9.122706147,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0
5148432,1,0,1,0,0,1,0,0,2,8,202500,31.59270895,1.122541873,Commercial associate,Higher education,Married,House / apartment,Other,0
5148436,0,0,1,0,0,0,0,0,1,26,202500,23.11341095,1.122541873,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
5148443,1,1,1,0,0,0,0,0,2,35,225000,30.73574406,6.121960068,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5148455,1,1,1,0,0,0,1,0,2,54,180000,54.70064409,0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5148458,0,0,0,0,0,0,0,0,2,5,135000,51.97642662,29.62689172,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5148467,0,0,1,0,0,0,0,1,3,22,135000,31.28332546,0.626980705,Working,Secondary / secondary special,Civil marriage,With parents,Sales staff,0
5148469,1,1,1,0,0,0,1,0,2,36,517500,45.12344538,0,Pensioner,Higher education,Married,House / apartment,Other,0
5148471,0,0,1,0,0,0,1,0,1,37,76500,64.1601128,0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5148480,0,0,1,0,0,0,0,0,2,8,157500,46.3034833,17.79365764,Working,Secondary / secondary special,Married,House / apartment,Other,0
5148486,0,0,1,0,0,0,0,1,3,40,180000,53.70130804,7.879696366,Commercial associate,Higher education,Married,House / apartment,Managers,1
5148492,0,1,1,0,0,0,0,0,2,58,180000,45.22474794,1.122541873,Working,Higher education,Married,House / apartment,Other,0
5148503,0,0,1,0,1,0,1,0,2,50,225000,57.76162413,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148509,1,1,1,0,0,0,0,0,1,8,306000,62.20250929,1.459304435,Commercial associate,Higher education,Separated,With parents,Laborers,0
5148511,0,0,1,0,0,0,1,0,2,18,180000,59.76029624,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148516,0,0,0,0,0,0,0,1,3,11,67500,30.81514336,7.044634729,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5148518,1,1,1,0,0,0,0,2,4,8,270000,43.77365723,2.710527937,Commercial associate,Higher education,Married,House / apartment,Other,0
5148525,0,0,1,0,0,0,1,0,2,28,180000,63.97119722,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148528,0,0,0,0,0,0,0,1,3,54,112500,39.17397346,1.79332909,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5148529,0,0,1,0,0,0,0,0,1,53,81000,53.34538012,0.459968377,Working,Secondary / secondary special,Single / not married,House / apartment,Other,1
5148530,0,0,1,0,1,0,0,1,3,42,157500,28.67410008,4.711937959,Working,Secondary / secondary special,Married,House / apartment,Other,0
5148537,0,0,1,0,0,0,1,0,1,52,76500,63.99036257,0,Pensioner,Higher education,Single / not married,House / apartment,Other,1
5148546,0,1,1,0,0,0,0,0,2,9,157500,49.89014148,15.20907342,Working,Secondary / secondary special,Married,House / apartment,Other,0
5148553,0,0,1,0,0,0,1,0,2,21,247500,63.33326489,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148564,0,0,1,0,1,0,1,0,1,43,67500,56.0723355,0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,1
5148565,0,0,1,0,0,0,0,0,2,50,112500,52.73482686,14.04546295,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5148573,0,0,1,0,0,0,1,0,2,57,81000,57.07988528,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148575,1,1,1,0,0,0,0,0,2,23,225000,39.9734423,3.293702129,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5148578,0,0,1,0,0,0,0,0,2,10,157500,42.61552256,3.794739112,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5148582,1,1,1,0,0,0,0,0,2,42,180000,30.72479243,3.794739112,Working,Secondary / secondary special,Married,House / apartment,Drivers,1
5148590,1,1,1,0,0,0,0,0,2,21,180000,39.20956625,4.20816307,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5148600,0,0,1,0,1,1,0,0,2,34,360000,50.07905706,0.542105587,Commercial associate,Higher education,Married,House / apartment,Other,0
5148605,1,0,1,0,0,0,1,0,2,1,225000,62.82401418,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148606,0,0,1,0,0,0,0,0,2,28,315000,44.74835212,4.046626556,Commercial associate,Higher education,Married,Municipal apartment,Sales staff,0
5148609,0,1,1,0,0,0,1,0,2,45,135000,62.42427976,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148612,1,1,1,0,0,0,0,1,3,20,261000,32.65775478,3.627726784,Commercial associate,Higher education,Married,House / apartment,Drivers,0
5148615,1,0,0,0,0,1,0,0,1,16,135000,23.03127374,2.877540264,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,Laborers,0
5148616,0,0,0,0,0,0,1,0,2,4,94500,56.12983155,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148617,1,0,1,0,0,0,0,0,2,58,225000,53.00314175,2.12187793,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
5148620,0,0,1,0,0,0,1,0,1,22,99000,62.50367906,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5148626,1,0,0,0,0,0,0,1,2,18,225000,35.74885179,2.877540264,Working,Higher education,Separated,Office apartment,Other,0
5148634,0,0,0,0,0,0,0,0,2,38,220500,31.18476081,0.37509326,Commercial associate,Incomplete higher,Married,House / apartment,Other,0
5148647,0,1,1,0,0,0,0,1,3,8,202500,42.01592093,6.792747284,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5148655,0,0,0,0,0,0,0,0,2,44,67500,30.42636057,1.122541873,Commercial associate,Higher education,Married,House / apartment,Sales staff,1
5148659,1,0,1,0,0,0,0,1,3,45,180000,34.57155178,6.206835185,Commercial associate,Secondary / secondary special,Married,Municipal apartment,High skill tech staff,0
5148664,1,0,0,0,0,0,0,0,1,23,67500,54.350192,29.62689172,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
5148666,0,0,1,0,0,0,0,2,4,18,63000,28.53172892,3.293702129,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5148668,1,1,1,0,0,0,0,1,3,42,810000,49.06876938,9.459468709,Commercial associate,Incomplete higher,Civil marriage,Office apartment,Security staff,0
5148677,0,0,0,0,0,0,0,0,2,40,121500,51.54931313,16.96133391,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5148683,0,0,1,0,1,0,0,0,2,26,135000,51.92166848,1.20741699,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5148687,0,0,1,0,0,0,0,0,1,43,81000,60.4091802,0.459968377,Working,Secondary / secondary special,Widow,House / apartment,Cleaning staff,1
5148693,0,0,0,0,0,0,0,0,2,21,180000,56.40088434,0.542105587,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,Laborers,0
5148696,1,0,1,0,0,0,0,1,3,6,202500,32.40586733,7.542933804,Working,Higher education,Married,House / apartment,Other,0
5148702,0,0,1,0,0,0,0,0,2,57,126000,62.03823487,42.87836164,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
5148706,1,1,1,0,1,1,0,1,2,12,180000,26.48103657,1.459304435,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1
5148708,0,0,1,0,0,0,0,0,2,45,112500,43.60116909,9.122706147,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5148713,0,0,1,0,0,0,1,0,1,9,225000,62.32023929,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5148716,0,0,1,0,0,0,0,1,3,10,123750,39.29444136,2.959677475,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
5148717,0,1,1,0,1,0,0,0,2,40,180000,36.28821947,6.959759612,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5148724,0,0,1,0,0,0,0,1,2,6,157500,36.56474808,1.711191879,Working,Secondary / secondary special,Separated,Municipal apartment,Sales staff,0
5148734,0,1,1,0,0,0,0,0,2,44,121500,27.41740077,3.794739112,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5148737,0,0,1,0,0,1,0,0,2,14,58500,42.55802652,13.54168806,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5148741,0,0,1,0,0,0,1,0,2,50,135000,59.70006229,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148742,1,0,1,0,0,0,0,0,1,5,112500,22.33310746,1.711191879,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,1
5148743,0,1,1,0,0,0,0,0,2,10,157500,51.07291731,1.459304435,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5148748,0,1,1,0,1,0,0,1,3,8,135000,31.40105546,1.878204207,Commercial associate,Incomplete higher,Civil marriage,House / apartment,Other,0
5148752,1,1,0,0,0,0,0,2,3,9,180000,42.68123233,6.710610074,Commercial associate,Secondary / secondary special,Separated,With parents,Laborers,0
5148758,0,0,1,0,0,0,0,0,1,20,112500,49.08519682,8.879032424,Working,Secondary / secondary special,Widow,House / apartment,Laborers,0
5148765,0,1,1,0,0,1,0,0,2,8,405000,52.89910128,6.54085984,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5148772,1,1,1,0,1,0,0,0,2,18,144000,28.38388194,6.54085984,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5148779,0,1,1,0,0,0,0,0,2,16,225000,47.41507355,6.877622402,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
5148782,0,1,1,0,0,0,0,1,3,27,90000,34.60440666,1.878204207,Working,Higher education,Married,With parents,Other,0
5148785,0,1,1,0,0,0,0,1,3,45,139500,45.90101097,4.123287953,Working,Secondary / secondary special,Married,House / apartment,Sales staff,1
5148788,1,0,1,0,0,0,0,0,2,17,135000,25.90060029,2.540777702,Working,Secondary / secondary special,Married,House / apartment,Other,0
5148790,0,0,1,0,0,0,0,0,1,14,202500,47.77647727,15.044799,Commercial associate,Secondary / secondary special,Widow,House / apartment,Managers,0
5148796,1,0,0,0,0,1,0,0,1,1,135000,25.85131796,1.878204207,Commercial associate,Secondary / secondary special,Single / not married,With parents,Laborers,0
5148800,1,0,1,0,0,0,0,0,1,17,117000,23.69384724,0.793993032,Working,Incomplete higher,Single / not married,House / apartment,Cooking staff,0
5148801,1,0,0,0,0,1,0,1,3,1,225000,52.37342314,2.206753048,Working,Secondary / secondary special,Married,House / apartment,Other,0
5148806,0,0,1,0,0,0,0,0,1,31,135000,47.77647727,6.959759612,Working,Secondary / secondary special,Widow,House / apartment,Laborers,0
5148809,0,0,1,0,0,0,1,0,2,56,112500,61.37292347,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148816,0,1,1,1,1,0,0,0,2,4,135000,54.32281293,12.12345223,Working,Higher education,Civil marriage,House / apartment,Managers,0
5148821,0,0,1,1,1,0,0,1,3,58,225000,39.3081309,8.542269862,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5148833,0,1,1,0,0,1,0,1,3,28,135000,30.97120406,1.292292107,Working,Higher education,Married,House / apartment,Sales staff,0
5148838,1,1,1,0,0,0,0,0,2,44,112500,38.9576788,3.044552592,Commercial associate,Higher education,Married,House / apartment,Security staff,0
5148842,1,0,1,0,1,1,1,0,2,31,99000,57.89578157,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148845,0,1,0,0,0,0,0,2,4,58,135000,35.05616132,13.62656317,Working,Higher education,Married,House / apartment,Accountants,0
5148853,1,1,1,0,0,0,0,0,2,23,261000,43.00704327,14.37401179,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5148856,1,0,0,0,0,0,0,2,4,12,112500,30.87811522,12.20832734,Working,Higher education,Married,House / apartment,Low-skill Laborers,0
5148861,1,1,1,0,0,0,0,2,4,14,90000,45.27403027,1.79332909,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
5148863,1,0,1,0,0,0,0,0,1,42,135000,27.49406216,5.960423554,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,0
5148864,0,0,0,0,0,0,0,0,2,12,315000,54.98812433,3.542851667,Commercial associate,Secondary / secondary special,Married,Rented apartment,Laborers,0
5148865,0,0,1,0,0,0,1,0,2,44,126000,59.9382602,0,Pensioner,Higher education,Married,House / apartment,Other,0
5148871,0,0,1,0,0,0,0,0,2,3,135000,42.0843686,9.122706147,State servant,Incomplete higher,Married,House / apartment,Core staff,0
5148873,0,1,1,1,1,0,0,0,2,6,202500,50.90590498,14.87778668,Working,Incomplete higher,Married,House / apartment,Accountants,0
5148884,0,0,1,0,0,0,0,0,1,13,108000,44.94548143,4.878950286,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
5148891,0,1,1,1,0,0,0,0,2,49,90000,49.76967357,4.794075169,Working,Secondary / secondary special,Married,House / apartment,Waiters/barmen staff,0
5148892,1,0,1,0,1,0,1,0,2,27,90900,60.87188649,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5148898,0,0,1,0,0,0,0,1,2,12,225000,24.75889306,2.792665147,Commercial associate,Higher education,Single / not married,House / apartment,Other,0
5148903,0,0,1,0,0,0,0,0,1,4,139500,25.46801098,2.291628165,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Other,1
5148907,1,0,1,0,0,0,0,0,2,15,135000,59.34961019,10.95984175,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5148910,0,0,1,0,0,0,0,1,2,30,76500,32.41134315,3.044552592,Working,Higher education,Separated,House / apartment,Core staff,0
5148911,1,1,0,0,0,0,0,2,4,33,225000,40.07200695,10.54094198,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5148921,0,1,1,0,0,0,0,0,2,50,157500,44.94274352,26.71102076,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5148928,0,0,0,0,0,0,0,0,2,3,211500,45.99409981,5.793411227,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5148930,0,1,1,0,0,0,0,3,5,37,135000,36.80020808,0.793993032,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5148932,1,1,0,0,0,0,0,0,2,54,108000,47.11664168,2.959677475,Working,Secondary / secondary special,Married,Office apartment,Security staff,1
5148935,0,0,1,0,0,0,0,0,2,2,225000,33.50376804,6.291710302,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5148936,1,0,1,0,0,0,0,0,2,48,112500,43.40130187,9.046044751,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5148945,1,0,1,0,0,1,0,2,4,18,270000,32.72072664,3.961751439,Working,Higher education,Married,House / apartment,Managers,1
5148946,0,0,1,0,0,0,0,0,2,42,90000,48.48285728,15.20907342,Working,Secondary / secondary special,Married,Municipal apartment,Laborers,0
5148967,1,1,1,0,0,0,0,0,1,29,495000,39.31086881,14.71077435,Working,Secondary / secondary special,Single / not married,Rented apartment,Cooking staff,0
5148975,0,1,1,0,0,0,0,0,2,50,94500,49.54242729,28.37566822,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5148987,0,1,1,0,0,0,0,1,3,45,540000,36.40594947,0.459968377,State servant,Incomplete higher,Married,House / apartment,Core staff,0
5148989,0,0,1,0,0,0,0,2,4,4,135000,35.05889922,3.542851667,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5148990,1,1,1,0,0,1,0,0,2,15,112500,32.35932292,3.208827012,Working,Secondary / secondary special,Married,House / apartment,Security staff,1
5148992,0,0,1,0,0,0,0,0,1,38,99000,48.16526007,13.87845062,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5148996,0,1,1,0,0,0,0,1,3,27,202500,42.7058735,4.542187725,Commercial associate,Higher education,Married,House / apartment,Accountants,0
5149001,1,1,1,0,0,1,0,1,3,31,270000,43.55736257,5.626398899,Commercial associate,Higher education,Married,House / apartment,Managers,1
5149006,0,0,1,0,0,0,0,0,2,40,225000,47.57113425,10.29179244,Working,Secondary / secondary special,Married,House / apartment,Other,1
5149020,0,0,0,0,0,0,0,0,2,4,270000,35.09722992,1.541441645,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Managers,0
5149025,0,0,1,0,0,0,1,0,2,24,162000,62.41059022,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5149030,0,0,1,0,0,0,0,0,2,29,180000,47.8668282,3.293702129,State servant,Higher education,Married,House / apartment,Core staff,0
5149039,0,0,1,0,0,0,0,2,4,38,270000,30.13888033,10.1220422,Commercial associate,Higher education,Civil marriage,House / apartment,Laborers,1
5149040,0,0,1,0,0,0,0,0,2,34,180000,54.07366339,9.878368481,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5149044,1,1,1,0,0,0,0,0,2,0,135000,40.6743465,4.711937959,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5149045,0,0,0,0,0,0,0,2,4,12,135000,41.20550046,13.62656317,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5149051,0,1,1,0,0,0,0,3,4,6,243000,63.51396675,3.044552592,Commercial associate,Higher education,Single / not married,Rented apartment,Managers,0
5149057,0,0,1,0,0,0,0,0,2,60,180000,52.46103616,12.542352,State servant,Secondary / secondary special,Married,Municipal apartment,Cleaning staff,1
5149061,0,0,1,0,0,0,1,0,2,34,67500,56.31053341,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5149066,1,1,1,0,0,1,0,2,4,28,225000,40.70993929,0.626980705,Commercial associate,Higher education,Married,House / apartment,Other,0
5149075,0,0,1,0,0,0,0,1,3,34,63000,27.98962333,2.12187793,State servant,Secondary / secondary special,Married,House / apartment,Laborers,0
5149078,0,1,0,0,0,0,0,0,2,8,202500,38.89744485,1.711191879,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5149081,0,0,1,0,0,0,0,0,2,33,76500,44.75656584,4.961087497,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5149088,1,0,1,0,0,0,0,1,3,45,202500,40.011773,1.541441645,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5149093,0,0,1,1,0,0,0,0,2,59,99000,60.72951532,39.46145369,Working,Secondary / secondary special,Married,House / apartment,Other,0
5149099,0,0,1,0,0,0,1,0,2,17,67500,57.56723273,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5149105,1,0,1,0,0,0,0,2,4,52,270000,34.1909827,9.878368481,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5149110,1,1,1,0,0,0,0,0,2,3,90000,27.34347728,1.122541873,Commercial associate,Incomplete higher,Married,With parents,Sales staff,0
5149118,0,0,1,0,1,0,0,0,1,21,360000,51.74370453,23.37625003,Working,Higher education,Separated,House / apartment,Managers,1
5149129,0,0,1,0,0,0,1,0,1,41,157500,61.80825068,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5149130,1,1,1,1,0,0,0,0,2,23,135000,56.33243667,8.712020096,Working,Higher education,Married,House / apartment,Drivers,0
5149132,0,0,1,0,0,0,1,0,2,45,99000,63.61526931,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,1
5149135,0,0,1,0,0,0,0,0,2,35,180000,34.86998364,7.460796594,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5149138,1,1,1,1,0,0,0,0,2,32,247500,29.98555754,9.793493364,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5149169,1,1,1,0,0,0,0,0,2,51,202500,58.86500065,8.12337009,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5149173,1,0,0,0,1,0,0,0,2,9,171000,27.79249403,1.292292107,Commercial associate,Higher education,Married,House / apartment,Security staff,0
5149176,0,0,1,0,0,0,0,0,2,48,315000,49.75324613,31.62830174,State servant,Higher education,Married,House / apartment,Other,0
5149183,1,0,1,0,0,0,0,0,1,13,180000,25.42968028,2.62565282,Working,Higher education,Single / not married,House / apartment,Laborers,0
5149188,1,1,0,0,1,1,0,1,3,31,450000,26.9601703,1.374429318,Working,Higher education,Married,House / apartment,Core staff,1
5149193,1,0,1,0,0,0,0,1,3,22,157500,22.12776443,1.626316762,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5149194,0,0,1,0,0,0,0,0,2,43,135000,51.38503871,6.625734957,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5149195,0,0,1,0,0,0,0,0,2,6,180000,49.06603147,13.71143829,Commercial associate,Incomplete higher,Married,House / apartment,Sales staff,0
5149200,0,0,1,0,1,0,0,1,2,57,225000,41.68737209,2.792665147,Commercial associate,Higher education,Separated,House / apartment,Sales staff,0
5149206,0,1,0,0,0,0,0,0,2,54,112500,41.73665441,8.208245207,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
5149213,1,1,1,0,0,1,0,0,2,52,180000,34.1909827,2.045216534,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5149222,0,0,1,0,1,0,0,0,1,14,247500,63.90001164,3.37583934,Commercial associate,Higher education,Widow,House / apartment,Other,0
5149237,0,0,1,0,0,1,0,0,2,3,135000,32.21968966,5.711274017,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5149239,1,0,0,0,1,0,0,0,2,33,225000,25.76918075,2.62565282,Commercial associate,Higher education,Married,With parents,IT staff,1
5149246,0,0,1,1,0,0,0,0,2,17,135000,33.35592107,1.79332909,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,0
5149253,0,1,1,0,0,0,0,1,3,8,180000,38.07881065,6.877622402,Working,Secondary / secondary special,Married,House / apartment,Cooking staff,0
5149255,0,0,1,0,0,0,0,0,2,51,157500,53.90117525,34.62630992,State servant,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5149259,1,1,0,0,1,0,0,2,4,54,157500,40.6360158,14.20699946,Working,Secondary / secondary special,Married,House / apartment,Drivers,1
5149264,0,0,1,0,0,0,0,0,1,4,189000,47.4369768,25.96083424,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,0
5149266,0,1,0,0,0,0,0,1,3,21,72000,31.3764143,3.123951895,Working,Incomplete higher,Civil marriage,House / apartment,Private service staff,0
5149267,1,1,1,0,1,0,0,0,2,54,270000,60.87462439,4.123287953,Working,Secondary / secondary special,Married,House / apartment,Realty agents,0
5149280,0,0,1,0,0,0,0,0,1,26,81000,53.91212687,2.959677475,Working,Secondary / secondary special,Separated,House / apartment,Sales staff,0
5149285,0,1,1,0,0,0,0,1,3,23,225000,42.28149791,0.793993032,Working,Secondary / secondary special,Civil marriage,House / apartment,Sales staff,0
5149296,0,1,1,0,1,1,0,0,2,39,247500,39.59561114,5.12262401,Commercial associate,Higher education,Married,House / apartment,Other,0
5149307,0,0,1,0,0,0,0,0,2,26,103500,49.93942381,4.794075169,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5149308,1,1,1,0,0,0,1,0,2,34,180000,50.68687242,0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5149311,0,1,1,0,0,0,0,0,2,4,157500,52.82517779,10.62581709,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5149312,0,1,1,0,0,0,0,1,2,3,180000,51.5766922,16.37542181,Working,Higher education,Separated,House / apartment,Managers,0
5149330,0,0,1,1,0,0,0,0,1,22,155250,53.17015408,6.206835185,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
5149336,0,1,1,0,0,0,0,0,1,27,292500,46.35276563,24.62747353,Commercial associate,Higher education,Single / not married,House / apartment,High skill tech staff,0
5149345,0,0,0,0,0,0,1,0,2,58,126000,56.1900655,0,Pensioner,Higher education,Civil marriage,House / apartment,Other,0
5149348,0,0,1,0,0,0,0,0,1,25,405000,36.58391343,5.374511455,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
